,gene,abundance_r1tar1,psm_r1tar1,abundance_r1tar2,psm_r1tar2,abundance_r1tar3,psm_r1tar3,abundance_r1tcr1,psm_r1tcr1,abundance_r1tcr2,psm_r1tcr2,abundance_r1tcr3,psm_r1tcr3,abundance_r1wtr1,psm_r1wtr1,abundance_r1wtr2,psm_r1wtr2,abundance_r1wtr3,psm_r1wtr3,abundance_r2tar1,psm_r2tar1,abundance_r2tar2,psm_r2tar2,abundance_r2tar3,psm_r2tar3,abundance_r2tcr1,psm_r2tcr1,abundance_r2tcr2,psm_r2tcr2,abundance_r2tcr3,psm_r2tcr3,abundance_r2wtr1,psm_r2wtr1,abundance_r2wtr2,psm_r2wtr2,abundance_r2wtr3,psm_r2wtr3,abundance_r3tar1,psm_r3tar1,abundance_r3tar2,psm_r3tar2,abundance_r3tar3,psm_r3tar3,abundance_r3tcr1,psm_r3tcr1,abundance_r3tcr2,psm_r3tcr2,abundance_r3tcr3,psm_r3tcr3,abundance_r3wtr1,psm_r3wtr1,abundance_r3wtr2,psm_r3wtr2,abundance_r3wtr3,psm_r3wtr3,ENTREZID,neg_log10_pval_abi_turbo_abundance,qval_abi_turbo_abundance,neg_log10_pval_abi_wt_abundance,qval_abi_wt_abundance,neg_log10_pval_abi_turbo_psm,qval_abi_turbo_psm,neg_log10_pval_abi_wt_psm,qval_abi_wt_psm,two_tailed_neg_log10_pval_abi_turbo_abundance,two_tailed_qval_abi_turbo_abundance,two_tailed_neg_log10_pval_abi_wt_abundance,two_tailed_qval_abi_wt_abundance,two_tailed_neg_log10_pval_abi_turbo_psm,two_tailed_qval_abi_turbo_psm,two_tailed_neg_log10_pval_abi_wt_psm,two_tailed_qval_abi_wt_psm,pval_abi_turbo_abundance,pval_abi_wt_abundance,pval_abi_turbo_psm,pval_abi_wt_psm,two_tailed_pval_abi_turbo_abundance,two_tailed_pval_abi_wt_abundance,two_tailed_pval_abi_turbo_psm,two_tailed_pval_abi_wt_psm,average_abundance_turboabi,average_abundance_turbocontrol,average_abundance_wtcontrol,average_psm_turboabi,average_psm_turbocontrol,average_psm_wtcontrol,ratio_abi_turbo_abundance,ratio_abi_wt_abundance,ratio_abi_turbo_psm,ratio_abi_wt_psm,percentage_abi_turbo_abundance,percentage_abi_wt_abundance,percentage_abi_turbo_psm,percentage_abi_wt_psm,known_interactor,rsd_abi_abundance
3892,Vps29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880066.625,1,0,0,0,0,0,0,0,0,0,0,56433,0.07888472,1,0,0.998491278,0,0.991730028,0,0.637219009,0.478606928,0.708184692,0,0.840466146,0,0.652430166,0,0.701913347,0.833902508,1,1,1,0.332194985,1,1,1,0,208896.2917,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3893,Vps33b,0,0,1819395.75,1,0,0,1559518,1,0,0,1761330,1,0,0,0,0,0,0,811795.9375,1,654703.875,1,646464.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233405,0.724497103,0.694398329,1.950948677,0.00503537,0,0.99138864,0,0.637379276,0.423467107,0.639833977,1.649918681,0.009398425,0,0.651392226,0,0.703859748,0.188583155,0.011195702,1,1,0.37716631,0.022391404,1,1,436928.8681,368983.1111,0,0.444444444,0.222222222,0,1.184143271,Inf,2,Inf,54.21545769,100,66.66666667,100,FALSE,134.2706337
3894,Vps37a,14067279.63,2,12787019.69,2,18140674.44,4,0,0,3829961.75,1,11571635.25,2,0,0,0,0,0,0,19278035.13,3,20966408.75,3,21952320.5,3,13327546,2,13042420.5,2,13906057.5,2,0,0,0,0,0,0,8969762,1,7745299.625,4,18995065.97,4,16508238.5,3,13575784.25,3,6105092.688,2,0,0,0,0,0,0,52348,0.901507087,0.39456185,25.26203924,0,1.308000072,0.137792812,5.408573401,0,0.600477092,0.352277083,24.96100924,0,1.006970076,0.123219608,5.107543406,9.48E-06,0.125456427,5.47E-26,0.049203945,3.90E-06,0.250912853,1.09E-25,0.098407891,7.81E-06,15877985.08,10207415.16,0,2.888888889,1.888888889,0,1.555534367,Inf,1.529411765,Inf,60.86924078,100,60.46511628,100,FALSE,30.84553588
3895,Vps37b,4521859.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330192,0.779636924,0.839965877,0.779636924,0.160109955,0,0.991048864,0,0.63753761,0.478606928,0.702632013,0.478606928,0.305310987,0,0.651568244,0,0.703628461,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,502428.8333,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
3896,Vps37d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235076.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194309,0.779636924,0.839181818,0.779636924,0.160050501,0,0.990707946,0,0.637059829,0.478606928,0.702921998,0.478606928,0.305423249,0,0.665407058,0,0.702558432,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,26119.63194,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
3897,Vps45,0,0,0,0,3471811.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22365,0.779636924,0.838444655,0.779636924,0.159992576,0,0.990367263,0,0.637698037,0.478606928,0.703212221,0.478606928,0.304758364,0,0.675242664,0,0.70280014,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,385756.8056,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
3898,Vps4b,2017582.625,1,0,0,0,0,6738233,1,9114581,1,13036932,1,0,0,0,0,0,0,0,0,0,0,968444.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615385.9375,1,652509.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,20479,0.37953816,0.945600463,1.950489266,0.005088,0,0.990026813,0,0.637857538,0.078508165,0.889753201,1.64945927,0.009567398,0,0.675433249,0,0.702997199,0.417312929,0.011207551,1,1,0.834625857,0.022415103,1,1,472658.0278,3209971.778,0,0.444444444,0.333333333,0,0.147246786,Inf,1.333333333,Inf,12.83479613,100,57.14285714,100,FALSE,137.517288
3899,Vps8,0,0,450848.2188,1,0,0,0,0,0,0,1644885.25,1,0,0,0,0,0,0,0,0,0,0,809136.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209018,0.526471852,0.826387871,1.124397266,0.066768123,0,0.989686598,0,0.63801712,0.225441857,0.765966559,0.82336727,0.122205128,0,0.675622812,0,0.703229422,0.297528209,0.075093567,1,1,0.595056417,0.150187134,1,1,139998.2743,182765.0278,0,0.222222222,0.111111111,0,0.766001439,Inf,2,Inf,43.37490458,100,66.66666667,100,FALSE,196.5673015
3900,Vrk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196644.1094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69922,0.07888472,1,0,0.998776888,0,1,0,0.638176782,0.478606928,0.703502685,0,0.841507056,0,0.675807964,0,0.698990264,0.833902508,1,1,1,0.332194985,1,1,1,0,21849.34549,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3901,Vsig10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168297.125,1,461108.1563,1,770412.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,790038.125,1,0,0,0,0,0,0,0,0,0,0,231668,0.004881565,1,0,0.999062661,0,1,0,0.638337531,1.650633716,0.041425401,0,0.841302091,0,0.6750567,0,0.699226435,0.988822716,1,1,1,0.022354568,1,1,1,0,354428.4549,0,0,0.444444444,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3902,Vti1b,0,0,0,0,0,0,0,0,0,0,2001571.25,1,0,0,0,0,0,0,0,0,2393891,1,0,0,7809546.5,1,7750791.5,2,7361587,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588409.4375,1,7790835.5,1,0,0,0,0,0,0,53612,0.002747921,1,0.779636924,0.159945083,0.033874403,1,0,0.636739698,1.899123274,0.02256044,0.478606928,0.304570579,0.823709789,0.175052351,0,0.699458594,0.993692653,0.166097492,0.924965633,1,0.012614694,0.332194985,0.150068731,1,265987.8889,3700304.576,0,0.111111111,0.888888889,0,0.071882701,Inf,0.125,Inf,6.706209671,100,11.11111111,100,FALSE,282.8427125
3903,Vwa5a,22608242.5,3,26377844.75,3,11535863.14,2,22243856,2,26591964.25,3,14424096.13,2,0,0,0,0,0,0,619725.9531,3,6808707.742,6,7510019.156,6,18182116.66,9,14658010.59,8,27703895.72,11,0,0,0,0,0,0,26777319,9,30533248.38,9,25791066.63,11,24942103.66,8,19316500.67,8,24300756.23,8,0,0,0,0,0,0,67776,0.04617169,1,16.8971559,0,0.190994743,1,6.428920596,0,0.695259875,0.329174932,16.5961259,0,0.147736064,0.790270882,6.127890601,1.07E-05,0.899142053,1.27E-17,0.644177063,3.72E-07,0.201715897,2.53E-17,0.711645874,7.45E-07,17618004.14,21373699.99,0,5.777777778,6.555555556,0,0.824284244,Inf,0.881355932,Inf,45.18398088,100,46.84684685,100,FALSE,58.74600556
3904,Vwa8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966144.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219189,0.07888472,1,0,0.999348598,0,1,0,0.635629797,0.478606928,0.703793388,0,0.841095214,0,0.674683958,0,0.69876399,0.833902508,1,1,1,0.332194985,1,1,1,0,107349.4306,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3905,Vwa9,0,0,182899.75,1,169569.6875,1,758081.875,1,733011.3125,1,632777.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,1525451.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063848249,1,1.124732816,0.049998882,0,1,0,0.635789262,0.563138404,0.369297516,0.82370282,0.091266846,0,0.67487084,0,0.699700661,0.863280142,0.07503557,1,1,0.273439717,0.150071139,1,1,39163.27083,405480.2222,0,0.222222222,0.444444444,0,0.09658491,Inf,0.5,Inf,8.807791286,100,33.33333333,100,FALSE,187.2548068
3906,Wac,0,0,0,0,0,0,1269577.266,2,667521.0625,1,2056541.125,2,0,0,0,0,0,0,1329646.781,2,1158200.25,1,1146992.5,1,888006.5625,2,1815516.125,2,3407435.313,3,0,0,0,0,0,0,3026316.5,2,600657,1,646201.125,1,6953953.125,3,8718381.875,3,3238753.625,2,0,0,0,0,0,0,225131,0.007949837,1,3.279330062,0.000152074,0.000278057,1,1.124739784,0.054749792,1.440364943,0.058205451,2.978300066,0.000282139,2.892760163,0.002699267,0.823709789,0.098931034,0.981861346,0.000525618,0.999359955,0.075034366,0.036277308,0.001051235,0.001280088,0.150068731,878668.2396,3223965.12,0,0.888888889,2.222222222,0,0.272542725,Inf,0.4,Inf,21.41717679,100,28.57142857,100,FALSE,103.2911208
3907,Wapal,0,0,0,0,0,0,5788673.313,5,5885768.359,4,6309051.109,4,0,0,0,0,0,0,0,0,0,0,0,0,3344107.813,5,10231839.19,6,10095667.25,5,0,0,0,0,0,0,0,0,0,0,0,0,79683.36133,2,0,0,0,0,0,0,0,0,0,0,0,2.04E-05,1,0,0.999634698,4.69E-05,1,0,0.635945797,4.02721525,0.00113738,0,0.840883405,3.66524189,0.00073065,0,0.698443904,0.999953028,1,0.999892015,1,9.39E-05,1,0.000216151,1,0,4637198.933,0,0,3.444444444,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3908,Wars,10127497.75,4,9178652.75,2,38032761.5,3,6518286,3,13609456,4,10785602.5,3,0,0,0,0,0,0,0,0,171772.1719,1,0,0,79955800,1,0,0,0,0,0,0,0,0,0,0,440666.75,1,323430.0938,1,1882333.75,2,2750513.25,1,0,0,0,0,0,0,0,0,0,0,22375,0.568822595,0.7624742,4.271011168,6.27E-05,0.342958925,0.958558659,1.791589152,0.005938624,0.2677926,0.705196974,3.969981173,0.000114137,0.041928929,0.925491252,1.490559156,0.010597725,0.269884166,5.36E-05,0.453984552,0.016158865,0.539768331,0.000107157,0.907969104,0.03231773,6684123.863,12624406.42,0,1.555555556,1.333333333,0,0.529460447,Inf,1.166666667,Inf,34.61746578,100,53.84615385,100,FALSE,175.2595014
3909,Wasf1,4384358,1,30678990.5,2,4659822.281,2,0,0,0,0,0,0,0,0,0,0,0,0,13750466.88,7,12811630.56,9,12271109,7,0,0,0,0,0,0,0,0,0,0,0,0,7452906.75,3,9000637,2,6556826.375,2,0,0,0,0,0,0,0,0,0,0,0,0,83767,21.75191822,0.000444444,21.75191822,0,3.671634018,0.001808219,3.671634018,4.38E-05,21.45088823,0.000166667,21.45088823,0,3.370604023,0.001181818,3.370604023,0.000101633,1.77E-22,1.77E-22,0.000212993,0.000212993,3.54E-22,3.54E-22,0.000425987,0.000425987,11285194.15,0,0,3.888888889,0,0,Inf,Inf,Inf,Inf,100,100,100,100,TRUE,67.30853565
3910,Wasf2,146119379.4,8,163939106.2,9,155094676.3,11,5087347.813,2,9426317.75,2,26876223.25,4,0,0,0,0,0,0,152972162.6,14,130960946.1,13,150163486.6,15,0,0,2195573.75,1,4285692.5,2,0,0,0,0,0,0,89676643.03,6,100276092.4,7,101136470.1,8,741579.75,1,1303269.875,1,1371216.875,1,0,0,0,0,0,0,242687,2.472101907,0.02521875,29.63943227,0,7.506362534,0.000111111,12.63182233,0,2.171071911,0.01695679,29.33840228,0,7.205332538,4.12E-05,12.33079233,0,0.003372082,2.29E-30,3.12E-08,2.33E-13,0.006744163,4.59E-30,6.23E-08,4.67E-13,132259884.7,5698580.174,0,10.11111111,1.555555556,0,23.2092698,Inf,6.5,Inf,95.86935084,100,86.66666667,100,TRUE,19.96170869
3911,Wash1,0,0,0,0,0,0,0,0,0,0,1712296.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238364.6563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266981722,1,0.779636924,0.160191822,0,1,0,0.635470411,0.03694645,0.917068303,0.478606928,0.304652546,0,0.676713801,0,0.698593468,0.540777082,0.166097492,1,1,0.918445837,0.332194985,1,1,26484.96181,190255.1528,0,0.111111111,0.111111111,0,0.139207593,Inf,1,Inf,12.21968617,100,50,100,FALSE,282.8427125
3912,Wasl,234938910.6,16,211564901.4,18,182261426.1,20,74362684.81,7,74268027.75,8,29569331.88,6,0,0,0,0,0,0,120029375.4,14,137824001.8,14,162606289.8,14,38480925.13,5,35311265.88,4,51926611.75,5,0,0,0,0,0,0,311938468,19,311975837.6,16,405903107.7,20,14890218.75,3,22912371.5,2,26685496.25,2,0,0,0,0,0,0,73178,6.50757595,0.000272727,25.76772648,0,6.38428757,6.67E-05,19.31115757,0,6.206545955,8.33E-05,25.46669648,0,6.083257574,2.61E-05,19.01012758,0,3.11E-07,1.71E-26,4.13E-07,4.88E-20,6.22E-07,3.41E-26,8.26E-07,9.77E-20,231004702,40934103.74,0,16.77777778,4.666666667,0,5.643331133,Inf,3.595238095,Inf,84.94731062,100,78.23834197,100,TRUE,38.75712614
3913,Wbp11,0,0,764833.3125,1,807507.75,1,3079826.836,3,11206459.5,2,18079729.78,6,0,0,0,0,0,0,0,0,0,0,0,0,22233542.81,2,37048994.5,3,18364515.69,2,0,0,0,0,0,0,0,0,0,0,0,0,30273030.13,5,51222647.25,3,19546622.25,4,0,0,0,0,0,0,60321,8.96E-07,1,1.124736944,0.047273965,6.62E-08,1,0,0.636105422,5.384621488,0.000147368,0.823706948,0.086140044,6.516218462,3.15E-05,0,0.701298429,0.999997937,0.075034856,0.999999848,1,4.12E-06,0.150069713,3.05E-07,1,174704.5625,23450596.53,0,0.222222222,3.333333333,0,0.007449898,Inf,0.066666667,Inf,0.739480787,100,6.25,100,FALSE,187.1714396
3914,Wbp4,0,0,0,0,0,0,3729974.188,4,177212.8281,1,2788464.063,2,0,0,0,0,0,0,0,0,0,0,0,0,6449163.313,6,5084270.984,8,2326992.375,3,0,0,0,0,0,0,0,0,0,0,0,0,2045738.5,4,7750054.859,4,6100923.422,5,0,0,0,0,0,0,22380,0,0.99308046,0,0.999920962,2.96E-06,1,0,0.636263118,16.54914924,8.16E-05,0,0.839874245,4.86520149,0.000179372,0,0.701536313,1,1,0.999993184,1,2.82E-17,1,1.36E-05,1,0,4050310.504,0,0,4.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3915,Wdhd1,0,0,0,0,0,0,32706678.23,9,36082989.79,11,39342029.56,9,0,0,0,0,0,0,0,0,0,0,0,0,20089587,5,42596779.86,8,19502937.71,7,0,0,0,0,0,0,303124.0625,2,534707.6406,2,620878.7344,2,21690446.3,3,12679590.75,4,7388538.5,1,0,0,0,0,0,0,218973,6.34E-06,1,1.502579575,0.020613435,2.04E-05,1,1.50326431,0.014735409,4.534938699,0.000221277,1.201549579,0.037583231,4.026433225,0.000421053,1.202234315,0.022400778,0.999985402,0.031435504,0.999953028,0.03138598,2.92E-05,0.062871008,9.41E-05,0.062771959,162078.9375,25786619.74,0,0.666666667,6.333333333,0,0.006285389,Inf,0.105263158,Inf,0.62461297,100,9.523809524,100,FALSE,149.2794529
3916,Wdr18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207382.0313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203120.0781,1,0,0,0,0,0,0,0,0,0,0,0,0,216156,0.300620663,1,0.779636924,0.160147157,0,1,0,0.636422903,0.000409719,0.998019173,0.478606928,0.30593505,0,0.675980791,0,0.700097527,0.500471484,0.166097492,1,1,0.999057032,0.332194985,1,1,22568.89757,23042.44792,0,0.111111111,0.111111111,0,0.979448783,Inf,1,Inf,49.48088535,100,50,100,FALSE,282.8427125
3917,Wdr26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122624.1797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226757,0.779636924,0.842262357,0.779636924,0.159894659,0,1,0,0.636581763,0.478606928,0.704084332,0.478606928,0.306046303,0,0.6761718,0,0.700337282,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,13624.90886,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
3918,Wdr33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893457.0625,1,0,0,0,0,0,0,74320,0.07888472,1,0,1,0,1,0,0.638498362,0.478606928,0.702342268,0,0.839674126,0,0.676356133,0,0.699856546,0.833902508,1,1,1,0.332194985,1,1,1,0,99273.00694,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3919,Wdr36,595533.875,3,7653162.234,3,7340193.313,3,2290851.445,4,14028823.25,2,10546021.93,2,0,0,0,0,0,0,585292.6875,1,546147.625,1,0,0,1472558.625,1,549815,1,4336101.875,2,0,0,0,0,0,0,0,0,216358.8438,1,221040.4375,1,0,0,3139666,1,5432111.813,2,0,0,0,0,0,0,225348,0.077278438,1,4.334795028,5.88E-05,0.187459991,1,1.50326431,0.014741967,0.486762397,0.43017801,4.033765033,0.000106242,0.154209451,0.777639034,1.202234315,0.0224148,0.836992491,4.63E-05,0.649441458,0.03138598,0.326015015,9.25E-05,0.701117083,0.062771959,1906414.335,4643994.438,0,1.444444444,1.666666667,0,0.410511761,Inf,0.866666667,Inf,29.10374606,100,46.42857143,100,FALSE,157.1990056
3920,Wdr37,0,0,0,0,0,0,0,0,0,0,95355.66406,1,0,0,0,0,0,0,0,0,0,0,802611.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207615,0.343830692,0.967433125,0.779636924,0.159756947,0,1,0,0.636899724,0.042800696,0.910566685,0.478606928,0.306157639,0,0.676541702,0,0.700567445,0.453074175,0.166097492,1,1,0.90614835,0.332194985,1,1,89179.02083,10595.07378,0,0.111111111,0.111111111,0,8.417026879,Inf,1,Inf,89.38093718,100,50,100,FALSE,282.8427125
3921,Wdr41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3973721.5,1,4926917,1,5225457,1,0,0,3692107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218460,0.857102952,0.417047938,1.50319247,0.017588747,0,1,0,0.638659274,0.556072956,0.373859013,1.202162474,0.031590346,0,0.674507328,0,0.700989187,0.138962317,0.031391172,1,1,0.277924635,0.062782344,1,1,1569566.167,410234.1111,0,0.333333333,0.111111111,0,3.826025492,Inf,3,Inf,79.27901538,100,75,100,FALSE,142.7779974
3922,Wdr44,12007280.13,3,5444426.563,3,6259603.75,2,6686679.875,3,2599164.688,2,1351952.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72404,0.331973093,0.981641084,1.50268392,0.020498411,0.540387047,0.733895616,1.457385497,0.017685393,0.030943097,0.923582803,1.201653924,0.037256648,0.239357051,0.692714004,1.156355501,0.033140781,0.46561494,0.031427952,0.288146237,0.034883054,0.931229881,0.062855904,0.576292475,0.069766108,2634590.049,1181977.493,0,0.888888889,0.666666667,0,2.228968034,Inf,1.333333333,Inf,69.03035306,100,57.14285714,100,FALSE,155.2303623
3923,Wdr46,0,0,0,0,0,0,0,0,326479.4063,1,3430293.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411902.4063,1,0,0,1395946.516,2,0,0,0,0,0,0,57315,0.004977046,1,0,1,0.033874403,1,0,0.640258717,1.642268839,0.048525581,0,0.840290891,0.823709789,0.175190053,0,0.684725424,0.988605345,1,0.924965633,1,0.022789309,1,0.150068731,1,0,618291.2726,0,0,0.666666667,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3924,Wdr47,0,0,925971.25,1,3270399.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129257.1094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99512,1.491548125,0.156684615,1.491548125,0.02535876,0,1,0,0.640100025,1.190518129,0.127230396,1.190518129,0.046470248,0,0.672293258,0,0.684861309,0.03224422,0.03224422,1,1,0.06448844,0.06448844,1,1,480625.2899,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,213.658301
3925,Wdr48,0,0,0,0,0,0,0,0,3934869.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67561,0.07888472,1,0,1,0,1,0,0.640418499,0.478606928,0.704375517,0,0.840081509,0,0.672481034,0,0.683043949,0.833902508,1,1,1,0.332194985,1,1,1,0,437207.6944,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3926,Wdr54,194292.3125,1,69277.80469,1,79931.42969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75659,1.501355683,0.143334669,1.501355683,0.022462871,0,1,0,0.640737295,1.200325688,0.115956044,1.200325688,0.040990385,0,0.672668915,0,0.683861882,0.031524218,0.031524218,1,1,0.063048435,0.063048435,1,1,38166.83854,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,165.3108309
3927,Wdr59,0,0,0,0,0,0,0,0,0,0,1195155.25,1,0,0,0,0,0,0,2948882.75,1,0,0,3143572.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226851.125,1,0,0,0,0,0,0,0,0,0,0,0,0,319481,0.848279416,0.422208105,1.494078483,0.024967086,0,1,0,0.640580384,0.54724942,0.38109761,1.193048487,0.04567712,0,0.672854653,0,0.683673773,0.141814482,0.0320569,1,1,0.283628965,0.064113799,1,1,702145.125,132795.0278,0,0.333333333,0.111111111,0,5.287435356,Inf,3,Inf,84.09526391,100,75,100,FALSE,178.8458953
3928,Wdr62,7602905,2,6879021.5,2,2745808,1,352807.7188,1,8028162.219,3,1179635.438,2,0,0,0,0,0,0,26120677.25,5,21302356.75,4,27493930.5,4,6543461.875,4,9136713.25,3,6304231.75,2,0,0,0,0,0,0,33776464.38,7,28043462.25,4,24274454,5,0,0,0,0,5266488,1,0,0,0,0,0,0,233064,1.615185469,0.094100719,19.51279979,0,1.76027068,0.05608,4.934653572,0,1.314155474,0.072509881,19.21176979,0,1.459240685,0.04553137,4.633623576,2.63E-05,0.02425574,3.07E-20,0.017367181,1.16E-05,0.04851148,6.14E-20,0.034734361,2.32E-05,19804342.18,4090166.695,0,3.777777778,1.777777778,0,4.841940112,Inf,2.125,Inf,82.88239898,100,68,100,FALSE,52.99295984
3929,Wdr70,0,0,0,0,0,0,3328109.18,2,2239641.75,2,744335.0469,2,0,0,0,0,0,0,0,0,0,0,0,0,30249374.63,5,29238231.44,6,28911955.5,5,0,0,0,0,0,0,0,0,0,0,0,0,38407392.53,7,6226827.281,4,13210880.31,4,0,0,0,0,0,0,545085,4.82E-17,1,0,1,1.34E-07,1,0,0.639939394,15.67882165,8.00E-05,0,0.841868886,6.20964529,2.74E-05,0,0.686745578,1,1,0.999999691,1,2.09E-16,1,6.17E-07,1,0,16950749.74,0,0,4.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
3930,Wdr81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471045.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192652,0.779636924,0.841477683,0.779636924,0.159731852,0,1,0,0.638980333,0.478606928,0.704958609,0.478606928,0.306261584,0,0.673038245,0,0.687342186,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,163449.4722,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
3931,Wdr82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210017.2344,1,169024.5938,1,144288.2188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205739.5938,1,160533.2031,1,0,0,0,0,0,0,77305,0.001314448,1,0,1,0,1,0,0.639141488,2.218667863,0.012006932,0,0.842697627,0,0.673226442,0,0.687150442,0.996977947,1,1,1,0.006044107,1,1,1,0,98844.76043,0,0,0.555555556,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
