,gene,abundance_r1tar1,psm_r1tar1,abundance_r1tar2,psm_r1tar2,abundance_r1tar3,psm_r1tar3,abundance_r1tcr1,psm_r1tcr1,abundance_r1tcr2,psm_r1tcr2,abundance_r1tcr3,psm_r1tcr3,abundance_r1wtr1,psm_r1wtr1,abundance_r1wtr2,psm_r1wtr2,abundance_r1wtr3,psm_r1wtr3,abundance_r2tar1,psm_r2tar1,abundance_r2tar2,psm_r2tar2,abundance_r2tar3,psm_r2tar3,abundance_r2tcr1,psm_r2tcr1,abundance_r2tcr2,psm_r2tcr2,abundance_r2tcr3,psm_r2tcr3,abundance_r2wtr1,psm_r2wtr1,abundance_r2wtr2,psm_r2wtr2,abundance_r2wtr3,psm_r2wtr3,abundance_r3tar1,psm_r3tar1,abundance_r3tar2,psm_r3tar2,abundance_r3tar3,psm_r3tar3,abundance_r3tcr1,psm_r3tcr1,abundance_r3tcr2,psm_r3tcr2,abundance_r3tcr3,psm_r3tcr3,abundance_r3wtr1,psm_r3wtr1,abundance_r3wtr2,psm_r3wtr2,abundance_r3wtr3,psm_r3wtr3,ENTREZID,neg_log10_pval_abi_turbo_abundance,qval_abi_turbo_abundance,neg_log10_pval_abi_wt_abundance,qval_abi_wt_abundance,neg_log10_pval_abi_turbo_psm,qval_abi_turbo_psm,neg_log10_pval_abi_wt_psm,qval_abi_wt_psm,two_tailed_neg_log10_pval_abi_turbo_abundance,two_tailed_qval_abi_turbo_abundance,two_tailed_neg_log10_pval_abi_wt_abundance,two_tailed_qval_abi_wt_abundance,two_tailed_neg_log10_pval_abi_turbo_psm,two_tailed_qval_abi_turbo_psm,two_tailed_neg_log10_pval_abi_wt_psm,two_tailed_qval_abi_wt_psm,pval_abi_turbo_abundance,pval_abi_wt_abundance,pval_abi_turbo_psm,pval_abi_wt_psm,two_tailed_pval_abi_turbo_abundance,two_tailed_pval_abi_wt_abundance,two_tailed_pval_abi_turbo_psm,two_tailed_pval_abi_wt_psm,average_abundance_turboabi,average_abundance_turbocontrol,average_abundance_wtcontrol,average_psm_turboabi,average_psm_turbocontrol,average_psm_wtcontrol,ratio_abi_turbo_abundance,ratio_abi_wt_abundance,ratio_abi_turbo_psm,ratio_abi_wt_psm,percentage_abi_turbo_abundance,percentage_abi_wt_abundance,percentage_abi_turbo_psm,percentage_abi_wt_psm,known_interactor,rsd_abi_abundance
1,0610010k14rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700173.8125,1,0,0,0,0,0,0,104457,0.07888472,1,0,1,0,1,0,1,0.478606928,0.59470099,0,1,0,1,0,1,0.833902508,1,1,1,0.332194985,1,1,1,0,77797.09028,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
2,1110004f10rik,0,0,9277990.75,2,353131.7188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2263337,1,0,0,19280633,2,19312632,3,0,0,0,0,0,0,0,0,0,0,0,0,2186647.5,1,22940870,2,19793922,1,0,0,0,0,0,0,0,0,56372,0.220447813,1,1.940213436,0.006817156,0.055307604,1,0.779636924,0.211780858,0.099019927,0.88399231,1.63918344,0.012477524,0.621329838,0.291066171,0.478606928,0.361669136,0.601938591,0.011475895,0.880425061,0.166097492,0.796122821,0.02295179,0.239149877,0.332194985,1564567.441,9036450.778,0,0.555555556,0.888888889,0,0.173139596,Inf,0.625,Inf,14.75865251,100,38.46153846,100,FALSE,183.3716909
3,1110005a23rik,0,0,0,0,0,0,7145157,2,4934417.5,1,15617863.5,3,0,0,0,0,0,0,0,0,0,0,0,0,30906234.5,5,22972536.25,4,29993480.25,5,0,0,0,0,0,0,0,0,0,0,0,0,35976271,2,53984836,4,19910860.75,2,0,0,0,0,0,0,0,0,1,0,0.927911796,7.66E-06,1,0,0.809321337,20.11268986,0.000125,0,0.911370114,4.452600677,0.000237154,0,0.832429268,1,1,0.999982362,1,7.71E-21,1,3.53E-05,1,0,24604628.53,0,0,3.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
4,1700001k19rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66323,0.07888472,1,0,0.928156258,0,0.842253653,0,0.809569913,0.478606928,0.644769114,0,0.911853537,0,0.810018374,0,0.832651287,0.833902508,1,1,1,0.332194985,1,1,1,0,575374.3333,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
5,1700020d05rik,0,0,0,0,0,0,0,0,6711259.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75555,0.07888472,1,0,0.928402977,0,0.842008764,0,0.809830225,0.478606928,0.645013253,0,0.911600666,0,0.810285909,0,0.832878828,0.833902508,1,1,1,0.332194985,1,1,1,0,745695.5,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
6,1700025g04rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217354.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69399,0.779636924,0.744094309,0.779636924,0.17393543,0,0.841766355,0,0.809071635,0.478606928,0.645257576,0.478606928,0.325409236,0,0.810553626,0,0.833639111,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,135261.5972,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
7,1700030k09rik,0,0,0,0,818660.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7625715.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72254,1.120691066,0.320139224,1.120691066,0.074764794,0,0.841520584,0,0.811111111,0.819661071,0.275252052,0.819661071,0.136645714,0,0.810828338,0,0.833008881,0.075737146,0.075737146,1,1,0.151474291,0.151474291,1,1,938263.9722,0,0,0.222222222,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,253.4585807
8,1700069b07rik,0,0,0,0,228729.2188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76613,0.779636924,0.743493095,0.779636924,0.173864208,0,0.841274956,0,0.811369845,0.478606928,0.645502084,0.478606928,0.325538829,0,0.809748299,0,0.833329187,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,25414.35764,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
9,1700101e01rik,0,0,0,0,0,0,0,0,3536328.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07888472,1,0,0.928644509,0,0.840784131,0,0.811630035,0.478606928,0.645746778,0,0.911181818,0,0.809207342,0,0.833316792,0.833902508,1,1,1,0.332194985,1,1,1,0,392925.3889,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
10,1810009a15rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384154.406,2,0,0,0,0,66276,0,1,0.07888472,0.958221341,0,0.840538933,0.07888472,0.963844305,0,0.986040574,0.478606928,0.325668526,0,0.809477049,0.478606928,0.361326757,1,0.833902508,1,0.833902508,1,0.332194985,1,0.332194985,0,0,153794.934,0,0,0.222222222,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
11,1810022k09rik,0,0,0,0,0,0,0,0,299413.1563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07888472,1,0,0.928890426,0,0.840293878,0,0.810849968,0.478606928,0.645991657,0,0.91229753,0,0.811101874,0,0.833177305,0.833902508,1,1,1,0.332194985,1,1,1,0,33268.12848,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
12,2410004b18rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388124.9375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678940.625,1,0,0,1745960.5,1,0,0,0,0,0,0,66421,0.013950378,1,0,0.927666401,0,0.840051297,0,0.810588993,1.199124859,0.119134503,0,0.912073252,0,0.811615411,0,0.83349044,0.968388497,1,1,1,0.063223006,1,1,1,0,423669.5625,0,0,0.333333333,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
13,2610301b20rik,370019.9375,1,304012.0938,1,333734.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67157,1.503215632,0.125913043,1.503215632,0.016962712,0,0.839807692,0,0.810071406,1.202185636,0.099923567,1.202185636,0.030312871,0,0.811890859,0,0.837053292,0.031389498,0.031389498,1,1,0.062778996,0.062778996,1,1,111974.0521,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,142.1045123
14,2700049a03rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590376,1,0,0,0,0,0,0,0,0,0,0,0,0,76967,0.779636924,0.746391517,0.779636924,0.173808127,0,0.839563064,0,0.810332046,0.478606928,0.644525161,0.478606928,0.325793543,0,0.812166496,0,0.837306452,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,65597.33333,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
15,2810474o19rik,0,0,0,0,0,0,0,0,3785042.969,2,0,0,0,0,0,0,0,0,14136843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321590935,0.995823661,0.779636924,0.173737018,0.07888472,1,0,0.808824663,0.02056094,0.936003145,0.478606928,0.325923445,0.478606928,0.519320542,0,0.836905998,0.476879952,0.166097492,0.833902508,1,0.953759902,0.332194985,0.332194985,1,1570760.333,420560.3299,0,0.111111111,0.222222222,0,3.734922725,Inf,0.5,Inf,78.88033115,100,33.33333333,100,FALSE,282.8427125
16,4833439l19rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141656.8594,1,280567.6563,1,313935.3125,1,206486.7031,1,63989.44141,1,0,0,0,0,0,0,0,0,197179.2656,1,353479.6875,1,2578283.738,3,705765.25,1,0,0,464531.7813,1,0,0,0,0,0,0,97820,0.7641101,0.672188168,3.258743492,0.00019544,0.779636924,0.567815148,0.779636924,0.211567568,0.463080104,0.615140052,2.957713496,0.000355841,0.478606928,0.519733333,0.478606928,0.361520049,0.172143211,0.000551133,0.166097492,0.166097492,0.344286423,0.001102266,0.332194985,0.332194985,429455.8355,160085.9084,0,0.888888889,0.444444444,0,2.682658578,Inf,2,Inf,72.8457043,100,66.66666667,100,FALSE,179.5103077
17,4930402h24rik,0,0,0,0,4169491.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120810.4766,1,105207.3984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228602,1.482200343,0.158850662,1.482200343,0.026157864,0,0.839319744,0,0.808565008,1.181170348,0.129776,1.181170348,0.047871338,0,0.811353783,0,0.836536913,0.03294577,0.03294577,1,1,0.065891539,0.065891539,1,1,488389.9306,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,266.6493571
18,4930412o13rik,0,0,0,0,0,0,115329.6719,1,0,0,143896.0156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381347,0.033879497,1,0,0.925965005,0,0.8390754,0,0.80830552,0.823646995,0.240436271,0,0.911121086,0,0.808675272,0,0.836184258,0.924954784,1,1,1,0.150090431,1,1,1,0,28802.85417,0,0,0.222222222,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
19,4930564c03rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8362133.5,1,8965782,1,0,0,0,0,0,0,0,0,0,0,0,0,5187232.5,1,6249194.5,1,4618077,1,0,0,0,0,0,0,75341,0.001315717,1,0,0.926203129,0,0.842496346,0,0.804218391,2.21824947,0.012358003,0,0.910870914,0,0.805732657,0,0.835817613,0.996975034,1,1,1,0.006049933,1,1,1,0,3709157.722,0,0,0.555555556,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
20,4930595m18rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9902450,1,7905330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245492,0.033877258,1,0,0.926448806,0,0.84274269,0,0.804475248,0.823674587,0.233747748,0,0.915025341,0,0.806002708,0,0.83557462,0.924959553,1,1,1,0.150080896,1,1,1,0,1978642.222,0,0,0.222222222,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
21,4930599n23rik,0,0,0,0,0,0,0,0,1503132.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75379,0.07888472,1,0,0.926694614,0,0.845198827,0,0.80473099,0.478606928,0.646236722,0,0.914595046,0,0.806275652,0,0.837463021,0.833902508,1,1,1,0.332194985,1,1,1,0,167014.6806,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
22,4931406p16rik,11341938.63,2,6153016,1,25302103.13,2,0,0,0,0,0,0,0,0,0,0,0,0,5537158.5,2,5045824.5,2,6004864.219,4,0,0,0,0,0,0,0,0,0,0,0,0,8068031.188,3,3822444.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233103,6.52631416,0.0003,6.52631416,7.59E-06,2.850552622,0.00742029,2.850552622,0.000210835,6.225284164,8.76E-05,6.225284164,7.55E-06,2.549522627,0.005288421,2.549522627,0.000480463,2.98E-07,2.98E-07,0.001410741,0.001410741,5.95E-07,5.95E-07,0.002821483,0.002821483,7919486.713,0,0,1.888888889,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,85.65284538
23,4931408c20rik,0,0,0,0,2995123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210940,0.779636924,0.745828851,0.779636924,0.173959732,0,0.844953386,0,0.804988175,0.478606928,0.646727411,0.478606928,0.326051855,0,0.80654878,0,0.838081651,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,332791.4444,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
24,4931429p17rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62615.65234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70971,0.07888472,1,0,0.926940552,0,0.844706917,0,0.803962975,0.478606928,0.646973035,0,0.914829621,0,0.806822094,0,0.837734529,0.833902508,1,1,1,0.332194985,1,1,1,0,6957.294704,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
25,4932418e24rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367033.25,1,0,0,0,0,0,0,0,0,0,0,0,0.07888472,1,0,0.927427509,0,0.844460592,0,0.805245524,0.478606928,0.647218845,0,0.915981043,0,0.805469553,0,0.83843447,0.833902508,1,1,1,0.332194985,1,1,1,0,263003.6944,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
26,4933427d14rik,4153114.25,2,1086860,1,1477759.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393916.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74477,1.950309448,0.06005988,1.950309448,0.005196172,0.779636924,0.568488432,0.779636924,0.211667546,1.649279452,0.043995116,1.649279452,0.00973125,0.478606928,0.521503691,0.478606928,0.361878863,0.011212193,0.011212193,0.166097492,0.166097492,0.022424385,0.022424385,0.332194985,0.332194985,901294.5139,0,0,0.555555556,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,144.4047992
27,5031439g07rik,0,0,0,0,15836228.19,3,739329.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11006657.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223739,0.636761285,0.733207854,1.12465239,0.059902387,1.090306145,0.238569395,1.090306145,0.064755118,0.335731289,0.675963716,0.823622394,0.109692386,0.789276149,0.22510556,0.789276149,0.109451039,0.230801547,0.075049467,0.081225773,0.081225773,0.461603094,0.150098933,0.162451547,0.162451547,2982542.854,82147.68056,0,0.555555556,0.111111111,0,36.30708541,Inf,5,Inf,97.31954403,100,83.33333333,100,FALSE,190.936386
28,6430548m08rik,0,0,0,0,0,0,0,0,0,0,2062355.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234797,0.07888472,1,0,0.929126895,0,0.844214411,0,0.805499201,0.478606928,0.647464842,0,0.916195204,0,0.804666441,0,0.834375056,0.833902508,1,1,1,0.332194985,1,1,1,0,229150.625,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
29,9230110f15rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8066608.5,1,0,0,0,0,0,0,0,0,4165575.75,1,0,0,0,0,0,0.779636924,0.745237785,0.311385802,0.527021852,0,0.843970717,0,0.801159033,0.478606928,0.647711027,0.010355806,0.932275558,0,0.804938472,0,0.833748109,0.166097492,0.488218462,1,1,0.332194985,0.976436924,1,1,896289.8333,0,462841.75,0.111111111,0,0.111111111,Inf,1.936493053,Inf,1,100,65.94577334,100,50,FALSE,282.8427125
30,9630033f20rik,7577558.75,2,2844754.5,1,3273431.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363995.75,1,4796847.5,1,4348143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2848694,0.006095238,3.2848694,0.000134615,0.779636924,0.569214929,0.779636924,0.212214428,2.983839404,0.003283582,2.983839404,0.000260973,0.478606928,0.520736544,0.478606928,0.362068027,0.000518956,0.000518956,0.166097492,0.166097492,0.001037912,0.001037912,0.332194985,0.332194985,2911636.75,0,0,0.777777778,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,83.47170232
31,A2mp,0,0,0,0,0,0,0,0,0,0,583559.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07888472,1,0,0.927186621,0,0.843724824,0,0.801413936,0.478606928,0.647957398,0,0.915512956,0,0.805203923,0,0.833384342,0.833902508,1,1,1,0.332194985,1,1,1,0,64839.90972,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
32,A630010a05rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711318.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545280,0.779636924,0.744689992,0.779636924,0.17336675,0,0.843479075,0,0.801669001,0.478606928,0.646481973,0.478606928,0.326172386,0,0.80708339,0,0.8340748,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,190146.4722,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
33,A930024e05rik,0,0,0,0,229872.4063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109202,0.779636924,0.741815235,0.779636924,0.173296033,0,0.8432323,0,0.801924228,0.478606928,0.644281392,0.478606928,0.326302595,0,0.808149355,0,0.834479501,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,25541.37848,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
34,Aaas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129221.0547,1,0,0,167302.2969,1,0,0,0,0,0,0,0,0,0,0,0,0,223921,1.124656141,0.2818598,1.124656141,0.059834395,0,0.842988008,0,0.802179618,0.823626146,0.243101322,0.823626146,0.109605317,0,0.808418336,0,0.834846188,0.075048818,0.075048818,1,1,0.150097637,0.150097637,1,1,32947.03907,0,0,0.222222222,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,189.0560582
35,Aacs,0,0,3695682.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195918.5469,1,182008.4531,1,0,0,10686598.63,2,8935212.813,2,8680064.563,2,0,0,0,0,0,0,1194770.75,1,3500249.875,2,4147857.875,2,3602561.5,1,0,0,40379.16797,1,0,0,0,0,0,0,78894,0.419150645,0.931504695,3.237784315,0.000224101,0.16237418,1,1.124739784,0.054852118,0.118120649,0.877390824,2.93675432,0.000425,0.204897854,0.724878333,0.823709789,0.099127106,0.380933665,0.000578383,0.688059222,0.075034366,0.76186733,0.001156766,0.623881555,0.150068731,1435165.333,3549424.075,0,0.888888889,0.888888889,0,0.404337522,Inf,1,Inf,28.79204716,100,50,100,FALSE,118.6039791
36,Aak1,241794943.1,23,241245891.9,24,297644867.4,24,159853455.9,19,159632353.5,17,106369304.7,13,0,0,0,0,0,0,130241913.5,18,128789514.1,17,135122740.1,21,177528217.3,23,148584839.5,22,168351115.5,20,0,0,0,0,0,0,88310108.25,11,117849913.4,15,143086340.2,18,144317114,15,131954058.8,13,136817772.6,16,0,0,0,0,0,0,269774,0.497362674,0.862655194,25.74143359,0,0.580251289,0.681198276,15.97735012,0,0.196332678,0.804508319,25.4404036,0,0.279221294,0.641336719,15.67632013,0,0.318153955,1.81E-26,0.262874652,1.05E-16,0.63630791,3.63E-26,0.525749303,2.11E-16,169342914.7,148156470.2,0,19,17.55555556,0,1.143000467,Inf,1.082278481,Inf,53.33645441,100,51.97568389,100,FALSE,39.92124567
37,Aars,886791.75,1,906298.75,2,902700.6875,1,8058892.375,3,4637621.625,2,0,0,0,0,0,0,0,0,729279.875,1,0,0,1319244.125,1,3080065.25,1,0,0,2023720,1,1057185.75,1,0,0,0,0,0,0,0,0,0,0,1186294.375,1,0,0,0,0,2362945.75,1,1865714.375,1,0,0,234734,0.242110163,1,0.685723866,0.269459538,0.1095968,1,0.779636924,0.212339073,0.068187062,0.894155266,0.38469387,0.485033245,0.35060306,0.590255452,0.478606928,0.361764052,0.572650754,0.206194052,0.776968121,0.166097492,0.854698493,0.412388105,0.446063759,0.332194985,527146.1319,2109621.514,587316.2083,0.666666667,0.888888889,0.333333333,0.249877112,0.897550799,0.75,2,19.99213441,47.30048858,42.85714286,66.66666667,FALSE,93.66154506
38,Aatf,0,0,0,0,0,0,0,0,0,0,401352.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56321,0.07888472,1,0,0.929374135,0,0.841029472,0,0.80243517,0.478606928,0.644037807,0,0.915260167,0,0.807354357,0,0.835323214,0.833902508,1,1,1,0.332194985,1,1,1,0,44594.67361,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
39,Abca12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688435.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74591,0.779636924,0.741234008,0.779636924,0.173225376,0,0.838833527,0,0.802690886,0.478606928,0.643794407,0.478606928,0.32643131,0,0.807628223,0,0.835496204,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,187603.9583,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
40,Abca14,0,0,0,0,0,0,365980.4063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67928,0.07888472,1,0,0.931349333,0,0.83472227,0,0.802946764,0.478606928,0.640165351,0,0.915756968,0,0.807902273,0,0.835166444,0.833902508,1,1,1,0.332194985,1,1,1,0,40664.48959,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
41,Abca2,0,0,0,0,0,0,0,0,4972957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11305,0.07888472,1,0,0.933831016,0,0.834484076,0,0.803202806,0.478606928,0.640406015,0,0.912688698,0,0.817585709,0,0.83499554,0.833902508,1,1,1,0.332194985,1,1,1,0,552550.7778,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
42,Abcb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15155054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18670,0.779636924,0.740666667,0.779636924,0.173158114,0,0.834242547,0,0.803459011,0.478606928,0.64064686,0.478606928,0.326560128,0,0.817862543,0,0.833242411,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,1683894.889,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
43,Abcc2,7956227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780,0.779636924,0.740080841,0.779636924,0.173092577,0,0.834001157,0,0.803714103,0.478606928,0.640887886,0.478606928,0.325282929,0,0.818143692,0,0.833308099,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,884025.2222,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
